,name,city,date,review
1743,Ананьев,Новосибирск,2023-05-17,"Если бы можно было поставить ноль звезд я бы заслуженно их поставил. Банк - призрак я бы назвал его так. Моя история обращений насчитывает 9 разного рода сотрудников. Для начала, я не являюсь клиентом данного банка, никогда не подавал никакие заявки и не предоставлял личные данные для обработки. При посещении банка (желая оформить карту Халва) сотрудник банка сказала, что под моими данными числится другой человек (женщина) и до внесения изменений в личное дело карту не оформить. И понеслось, оформили заявление 1 раз, выждали срок рассмотрения, затем второй, третий, а проблемой никто кроме меня и не занимается вовсе. Оборвал горячую линию своими звонками с просьбой разобраться, никто не ""чешется"". В данном ""БАНКЕ"" отсутствуют ответственные люди с кем на личном приеме можно было бы все исправить за одно посещение. Нет руководителей отделов, нет контактных данных тех, кто может помочь, нет даже фамилий сотрудников, что оформляют претензии, нет сроков устранения проблемы. Даже с учетом всех подтверждающих документов, нескольких претензионных обращений человек остается один на один со своей проблемой. Данный вопрос они не могут решить уже более месяца. Никакой обратной связи, уведомлений и прочего внимания не замечено.
Сама карта уже и даром то не нужна, сотрудничаю с более клиенториентированными банками.
Так что если хотите кучу проблем длинной в вечность - милости прошу в данную ""контору"".
"
4227,Алиев,Казань,2023-07-12,"Приветливые условия 👍 кредитная карта год без %,  удобна в плане больших покупок, было бы ещё классно если можно было бы снимать наличные с сохранением льготного периода, а так в целом здорово 👍"
1889,Тамара,Екатеринбург,2023-02-15,"Перестала носить громоздкий кошелек, теперь только телефон с мир пэй, там у меня карточка газпромбанка. Ей оплачиваю везде, особенно в метро удобно. Помог курьер синхронизировать, доставил бесплатно кстати. Онлайн тоже активно использую, Яндекс маркет, такси, вб и прочее. Карточка для всех нужд и без платы за обслуживание, зато есть кешбек 1,5% на все и много скидок от партнеров типо в кафе разных, аптеках и фитнес студиях👍"
180,Аноним,Петрозаводск,2022-06-03,"Заказал днём 27.05.22 через приложение дк с доставкой, выбрал из возможных дней наиболее ранний и удобный для меня, выбрал время, (01.06.22 с10до14). Вечером мне позвонил бот и сообщил: время доставки перенесено на 29.05.22 10-14, если всё устраивает - жми ""1"". Нажал ""1""
Утром 28.05.22 бот повторил вечерний монолог...нажал ""1""...
29.05.22 никто не позвонил и не приехал ко мне...пол воскресенья в напрасном ожидании
30.05.22 позвонил курьер и спросил: когда мне удобно получить дк? Ни про первое время ни про второе курьер не знал!.. 
В итоге карту получил 31.05.22 днём."
6473,Татьяна,Санкт-Петербург,2021-07-19,"В офисе в г. Мурино по адресу пр-т Авиаторов Балтики полнейший бардак: пятый час дня, наплыв народа, а у них половина сотрудников на перерыве. Табло не работает. Из-за скопления людей объявление информатора не слышно."
5245,Аноним,Москва,2023-05-30,"Банк, по сравнению с другими, имеет значительные преимущества, в том числе: быстрое оформление и доставка карты Tinkoff Black, удобные переводы, хорошо построенная реферальная система, отсутствие комиссии при переводах. Само приложение также намного удобнее других ввиду минималистичного стиля, организованного рабочего стола и нативно понятного интерфейса. Минусов при работе с данным банком обнаружено не было"
5760,Елизавета,Дзержинск,2023-04-04,"Пользуюсь большим количеством сервисов от Тинькофф: дебетовая карта с премиум пакетом, страхование двух авто, страхование в поездках заграницу, ИП, брокерский счёт, инвесткопилка, вклады, накопительный счёт. Я правда искренне обожаю сервис Тинькофф и считаю, что это лучший сервис из разных сегментов бизнеса в РФ. Совсем недавно мне нужно было совершить большой платеж в Южную Корею, и учитывая сколько сейчас ограничений, я смогла это сделать через юани (которые купила по биржевому курсу через Тинькофф.инвестиции). Ну то есть это супер вариант. В поддержку я обращаюсь очень часто, потому что я человек-вопрос. И мало того, что со мной всегда ну ОЧЕНЬ приветливые специалисты общаются, они ещё и компетентны, и быстро помогают в решении даже нестандартных ситуаций. Тариф премиум дебетовой карты супер! Я пользуюсь и бизнес-залами, и увеличенным лимитом вывода денег с ИП, и повышенными кэшбэками, повышенными процентными ставками, сниженными комиссиями в инвестициях. Я являюсь пользователем 7-8 банков и мне есть с чем сравнивать, это правда самый лучший, удобный, клиентоориентированный банк. Искренне благодарю за сервис и заботу и желаю банку большего количества клиентов и процветания!"
2551,Ирина,Новосибирск,2022-01-18,"В течении года данный банк присылает на мой адрес письма на незнакомого мне человека, на мои звонки  не реагируют. На обращение по обратной связи отвечают, что я должна предоставить, документы на, что этот человек  по моёму адресу не проживает. Я почему должна тратить свое время и здоровье, что бы доказывать, что не знаю незнакомого мне человека. Ужасный банк. Не компетентные сотрудники."
4258,Валерия,Череповец,2023-07-12,"Срочно понадобилась кредитная карта, сотрудники в течении 10-15 минут со мной связались. Понравилось, что карту доставляют туда, куда нужно мне! Быстрое оформление без лишней воды, все четко! И в офис не неважно ездить!"
5766,Елена,Санкт-Петербург,2023-04-03,"Банк Тинькофф неоднократно решал спорные вопросы в мою пользу. В частности ошибочное или автоматическое списание средств без моего ведома. Операторы всегда вежливы и оперативно работают. Доступность онлайн-чата в приложении 24/7. Обращалась и днём, и ночью - отвечают оперативно. Буду и дальше пользоваться услугами банка. Желаю и дальше развиваться, становиться только лучше!"
1218,Анонимный,Прокопьевск,2023-06-28,Удобная рассрочка.Минусы только что халва десятка обязательна когда активируешь рассрочки.Давно пользуюсь очень удобно.
206,ИРИНА,Саратов,2022-02-10,"26.03.2021 года моя мама 1941 года рождения пришла как всегда в этот банк ""Открытие"" в Мирном переулке, 4 г. Саратов переложить депозит на следующий срок и вдруг приобрела некие инвестиционные паи УК ""Открытие"". Она даже выговорить не может что приобрела. Надо же так запудрить мозги 80-летнему человеку со старческой деменцией и лабильной психикой. Я хотела пойти разобраться с этим беспределом по горячим следам, но не хотела огорчать маму которая была настроена оптимистично. Досконально изучив этот мутный банковский продукт я поняла что там расходы на каждом шагу начиная от комиссии банка, падение котировок, хранение в депозите и т.д. Но специалист это на приеме скорее всего не рассказывала. Летом мамы не стало- заразилась в поликлинике Ковидом и умерла. Я открыла наследственное дело. Опускаю сколько раз запрашивал нотариус о счете и паях банк. Хочу сказать что каждый раз когда приходила в банк проводила в очереди по 1,5-2 часа. 
     Последний раз была 31 января 2022 года принесла свидетельство о принятии наследства. После,  ну очень продолжительного ожидания в очереди документы у меня приняли , спросив что это? Специалист без бейджика (видимо так принято чтобы потом концов не могли найти, а очередь -чтобы деньги оставались целыми в банке, авось кто уйдет и не снимет) все отсканировала и отксерила, сказала подойти в следующий вторник и узнать результаты одобрения выдачи мне моих же по закону денег. Придя во вторник я выяснила, что прием ведется по живой очереди. Пришла в 9.20. Все время шли какие -то хитровато-плутоватые граждане без очереди с насмешливыми взглядами в сторону очереди. Если это вип-клиенты, то их должны видимо принимать на отдельном столе в стороне от общей очереди. Короче, работает всего три специалиста из шести и очень медленно. В помещении сидят по-зимнему одетые люди уже все мокрые. Есть по быстрым вопросам тоже кто карту поменять, кто закрыть счет. Все- общая очередь неужели нельзя разделить специалистов по вопросам? Подошла моя очередь в 11.00 вдруг откуда-то появился  гражданин ""по записи ""и его пытаются посадить впереди меня. Но мне тоже же сказали прийти во вторник. О существовании предварительной записи ( а я не знала что есть такая запись) должен предупредить специалист. Девушка с терминала сказала, что я сама виновата. Но обязанность информирования о продуктах банка лежит на специалистах как и об услугах. Кое-как я попала к специалисту, у меня в очередной раз сняли копию паспорта и я спросила об одобрении выплаты наследства. Она пошла узнавать к руководителю группы. Естественно, еще не одобрили. Но если одобрят, то пришлют смс. Я потом должна позвонить по тел 88004444400 и заказать деньги. Что-то после всех этих обманов,  посещений и общений во все эти радужные мечты верится с трудом. 
     Не знаешь даже когда наши банки превратились в это ""незнай что"". Ложь, обман, лицемерие, прибыль любой ценой. Докатились даже до прямого обмана стариков. Наоткрывали маме всяких счетов, пласт карт навыдавали мы с ней ходили закрывали.  Даже новые продукты банка отдают тухлятиной. Эти непонятные большие проценты, включение во вклад инвестиционных  и страховых продуктов. Очень изощренные методы обманов.  Если ничего не будет решено с моим вопросом придется обращаться в правоохранительные органы. Ирина Г."
594,Annna13,Москва,2020-06-29,"Иногда пользуюсь их картой на 120 дней. Стараюсь держать себя в руках и использовать ее только у экстренных случаях. Удобно знать, что у тебя есть какая-то н-ая сумма про запас и в любой момент ты можешь ей воспользоваться"
3283,Сергей,Новочеркасск,2021-05-15,"Мною 22 апреля была оплачена касса ВТБ и ее установка. По прошествии почти месяца установка так и не выполнена. Обращение к менеджеру в офисе, а также неоднократные обращения на горячую линию начиная с 5 мая, также ни к какому результату не привели. Без кассы нет возможности вести торговую деятельность. Конкретные сроки так и не озвучены, одни обещания о скором звонке по установке изо дня в день. Итог на 15 мая так и не проведена установка. Деньги банк получил, а услуга не оказана в течении месяца, что похоже на обман (мошенничество), не знаю как это назвать уже. Не связывайтесь с этим банком."
4416,Кира,Томск,2023-07-07,"Всем привет! Делюсь опытом использования кредитки от Альфа-банка целый год без процентов. Прежде всего порадовало что я смогла всё оформить и подать всё дистанционно, и даже получила её тоже на дом курьером. Но самый конечно большой плюс это огромный беспроцентный период, я такой нигде не видела, конкурентам стоит бы поучиться). Ещё читала в интернете что нельзя снимать наличку с кредитных карт. Позвонила в колл центр банка, чтобы узнать, мало ли что в интернете пишут. Оказывается, что всё как я и думала, 50тр. ежемесячно без комиссии можно снять! На крайний случай функция полезная. В общем карта топовая)"
5741,ШАРГАЕВ,Иркутск,2023-04-05,"#Автокредит_в_Тинькофф.
Давно пользуюсь услугами банка. На мой взгляд лучший банк. Все делается оперативно и дистанционно! Как и в моем случае с заявкой на автокредит."
6063,Денис,Москва,2022-10-21,"5 дней не работает СБП. поддержка ни о чем. Срок карты закончится и в топку. А может и раньше!!!  Банк ни о чем! 
Как специально отключили СБА. что бы комиссию снимать! 5 дней бьюсь толку ноль. Только отписки тупые! 
Делал запрос денег из Другова банка. сбер не дает!
Всегда одна ошибка. « в данный момент недоступны переводы по СПБ» и не надо подождите 24 часа. 5 дней прошло. 
только комиссию берут. по СБП. не как не дает перевести и запросить!"
5718,Мария,Москва,2023-04-07,"Иногда случаются недопонимания и банк всегда помогает. Случилось так, что позвонила сотрудница банка и сообщила, что мой счёт подходит под бесплатную подписку Премиум. Предложила сразу же её подключить. Я уточнила, уверена ли она, что характеристики моего счета соотвествуют условиям, и согласилась. На днях увидела на счету списание за премиум обслуживание. Написала в чат поддержки. Попросила сумму вернуть и отключить подписку. Мне помогал Владимир (6907799 внутренний номер сотрудника). Помог с отключением и также вернул сумму. Спасибо большое."
6503,татьяна,Екатеринбург,2021-06-24,Был страховой случай стихийное бедствие наводнение 3недели фундамент дома простоял в воде Была составлена комиссия в составе МЧС и администрации города о чем актом было подтверждено затопление Выплата была произведена в сумме 6400руб на выкачку воды с дома Сэти была не согласна но Сбербанк решил что этого достаточно и мне было отказано  Вот так и защищай свой дом
4828,Мархабо,Касимов,2023-07-24,598006 уважаемый Алексей. Выражаю свою благодарность в решение моей проблемы. Все быстро и своевременно выполнили свою работу. Очень ценю из-за неполадки банкомата быстро и досрочно вернули мои деньги. Желаю Вам всего наилучшего вашей работы.
6598,Алена,Пермь,2021-03-12,"Обманывают на ровном месте, пришла за выпиской для декларации, за это время успели мошенническим способом заставить подписать согласие на обработку персональных данных да и ещё навязать насильственно кучу ненужных услуг, никогда не обращаюсь к ним за кредитом, они обманут на каждом шагу!! Они нагло впихивают нам все страховки, заставляют под угрозой не оказания необходимой услуги подписывать добровольных согласия различного рода, я даже связываться не хочу с этим банком и брать у них деньги, если на какой то бумажке они умудрились облапошить меня и испортить мне настроения и получить моральные страдания!! Что будет со мной если я кредит возьму!! Один негатив только, не верьте им на слово, читайте все бумаги что они подсовывыют внимательно!!!! НЕ ВЫРЬТЕ ИМ!! "
3729,дмитрий,Тайга,2018-06-20,"Пришло письмо на электронику с одобренным предложением об объединением  кредитов с указание сумму и процентной ставки, через некоторое время поступил звонок от сотрудников банка с подробными разъяснениями о предложение. После чего я обратился в банк, где мне сотрудник банк предложила оформить договор на нужную мне сумму и указала сумму ежемесячного платежа не разъяснив, что кредит оформляется со страховкой. С данными условиями я не согласился, так как страховка это добровольный продукт, сотрудник банка мне не разъяснила, что именно включает в себя страховка, что я этой страховкой страхую. Ладно бы 10-20 тыс страховка, но 120 тыс сраховки это уже перебор.  После моего отказа от страховки сотрудник банка сказала, что страховка обязательна, но она может отправить на рассмотрение мою заявку без страховки, хотя мне уже одобрен кредит, что и подтвердили сотрудники горячей линии. Так же я обратился на горячую линию, где мне разъяснили о том, что мне уже одобрено и ни какой заявки больше от меня не поступало, в то время как сотрудник отправила мою заявку не понятно куда и указала срок ожидания до 3  рабочих дней. На горячей линии говорят что мне одобрено и я могу обратится в банк для заключения договора что займет не более 20 минут , так и указано в письме с предложением, а в банке говорят ждите еще не рассмотрено, когда уже предложение одобрено, даже выше чем мне требуется. Банк постоянно обманывает, я уже являюсь клиентом банка более  10 лет и постоянно какие-то проблемы в нашем отделении, какие-то скрывания со стороны сотрудников, на горячей линии  одно говорят они другое, постоянно ссылаются на руководство Кемеровского отделения когда я звонил в Кемеровское отделение мне разъяснили что решение принимает Москва  и Кемерово ни каким боком к Тайге не относятся. Сотрудники  Тайгинское отделение Банка ВТБ 24  уже заврались, постоянно обманывают, как начни кредит оформить в этом банк так все нервы вытрепят, какие можно жизненные планы строить с таким банком,  пишут 20 минут займет ваше оформление и говорят, что одобрено, а на самом деле  ходи и жди три рабочих дня, для чего ждать когда уже всё одобрено, так банк и теряет своих клиентов.

Зачем столько времени голову кружить сразу сказали бы что без страховок не дают я бы и не стал заявку подовать. Ни кому не советую туда обращаться уже не первый раз с ними такие проблемы. в филиале №5440 ВТБ24 (ПАО) в г. Тайга.

Проблема уже была не первый раз, я уже обращался с таким вопросом но так и не наладили работу банка (https://www.sravni.ru/bank/vtb/otzyv/200468/?orderBy=Resolved&page=2&reviewObjectId=262&tag=Credits). Я понимаю что можно сделать доп продукт, но не с такими адскими условиями, сотрудники банка еще так удивленно между собой переговорились что как это без страховки, как будто это обязательный продукт.  Наглый банк не внушающий ни какого доверия."
1958,Ангелина,Самара,2022-12-16,"Оформляла здесь кредитку со льготным периодом 180 дней. Еще не встречала такого выгодного предложения и по условиям все четко и просто, все для клиента. Доставили беслатно, курьер еще раз все проговорил, чтобы не было недопониманий. Ничег не заплатила ни за выпуск, ни за пользование, только важно платить 3 % от остатка задолженности и все будет в порядке. Очень удобно и для простых людей."
379,диана,Москва,2021-03-13,"Очень разочарована качеством и отношением сотрудников в Открытии Брокер. 1)Пришлось трижды приезжать, чтобы оформить элементарные операции. Перевестись в другой банк. При этом каждый раз сотрудник банка Алиса На м.Маяковская - допускала !каждый из разов! какую-то ошибку. Из-за которой операция не могла пройти. Сейчас мне надо ехать туда уже !четвёртый! раз, и вопрос так и не решён.
При этом персональный менеджер Вячеслав игнорирует звонки, и не перезванивает.
Не ожидала такого непрофессионализма. Если не знаешь - переспроси, но не гоняй клиентов 4 раза! И если не можешь решить вопрос - опять же, хотя бы возьми трубку и скажи об этом. Жаль потерянного времени и нервов. Сожалею, что связалась с этим банком. Хотелось бы, чтобы компания обратила внимание на качество работы сотрудников  и  их отношение к клиентам.
Очень рада, что перевожусь в другой банк, где меня гораздо больше устраивает отношение и качество. 12.03.2021г."
1185,Татьяна,Москва,2023-06-30,"Очень удобная карта, всегда выручает. Очень хороший безлимитный период, всегда с собой. Много партнёров и промокоды тоже очень  хорошо"
4790,Екатерина,Казань,2022-11-16,"Всем привет. Когда я только устроилась на работу в компанию, мне позвонил сотрудник Альфа банка и предложил кредитную карту. Послушав условия пользования, я с радостью согласилась взять ее. Вот уже второй год, кредитная карта Альфа банка – моя палочка выручалочка. С ее помощью я устроила себе неожиданный отпуск, пережила больничный и заменила сломанную технику, не дожидаясь заработной платы. И самое главное – я не плачу проценты банку за это. Все что нужно – это уложиться и вернуть деньги до наступления отчетного периода по кредитной карте. В общем, мне очень нравится такая финансовая поддержка банка."
2943,Виктор,Великий Новгород,2022-10-20,"Получил дебетовую карту 20.09.2022 в г. Великий Новгород. Очередь нереально долгая, ждал около часа. Получил карту, активировал ее, так как мне сказали. Установили приложение. Сразу в банке положил деньги через банкомат, совершил первую покупку в тот же день. В общем, выполнил все условия акции"" оформи мультикарту ВТБ и получи 1000р после первой покупки"". Через 30 календарных дней обратился в чате с вопросом о поощрении и получил ответ, что фонд поощрения исчерпан. Я возмущён и раздосадован таким поведением банка ! Это просто грубый развод !"
3166,Антон,Кемерово,2021-10-06,"Все началось с того что открыл брокерский счет на ВТБ. Сразу скажу что у меня уже есть основной брокерский счет (не стану говорить где, чтобы не выглядело как реклама) и счет на ВТБ я открывал как запасной. Уже спустя неделю после открытия, мне впервые позвонили якобы с ВТБ, назвав мои имя и отчество, и с уверенностью в том, что я инвестирую от ВТБ, начали мне предлагать ""Высокодоходные инвестиции"". 
Давно знаю о том, какие доходности являются нормальными для инвестиций, в этом же звонке мне обещали в три раза больше, а тому же со 100% гарантией. 
Для тех кто не знает, гарантировать можно только низкую доходность, потому что ниже доход = ниже риск. Высокую доходность не гарантируют даже именитые инвесторы.
Так вот, подобный звонок пока что просто намекнул мне на мошенников.

Все бы ничего, но за два месяца такой звонок стал уже 4-ым!
Схема всегда одинаковая, знают мое имя, знают об открытии брокерского счета на ВТБ, предлагают высокодоходные инвестиции с гарантией. 

Вывод напрашивается один - ВТБ, или сотрудники, продают ""налево"" базу клиентов, ведь звонки начались именно тогда, когда я открыл счет на ВТБ. Хотя почти три года до этого никто мне не звонил.
Каждый сделает свой вывод, а я пожалуй закрою свой брокерский счет на ВТБ."
3664,Александра,Москва,2019-02-27,"**В 10ых числах февраля** **2019г.** звонила представитель банка с предложением о перекредитовании и понижении процентной ставки по потребительскому кредиту **18.9%** как зарплатному клиенту, но в тот момент я, по словам менеджера, не могла оформить заявку т.к. подходило время очередного ежемесячного платежа. 

**18.02.2019г.** обратилась в отделение банка, расположенного по адресу г.Москва,  Ленинградский пр-т д.60, к.2, чтобы заполнить заявку на перекредитование и уменьшение процентной ставки. В процессе заполнения заявки выяснилось, что я не являюсь зарплатным клиентом, хотя **в октябре 2018 года договор и карту зарплатного проекта подписывала и получала на рабочем месте**. Для решения данной проблемы менеджер Басиров Х.С. составил заявку в службу технической поддержки для корректировки моих данных в базе, а так же была составлена заявка на перекредитование. Менеджер сказал, что рассмотрение обеих заявок будет **в течение 3 дней**. Меня это устроило, т.к. укладывалась по срокам между 2 очередными платежами (автокредит 12 числа каждого месяца, потребительский кредит 23 числа каждого месяца), но по истечение 3 дней никакой обратной связи от банка не поступило. 

**22.02.2019 года** снова посетила отделение банка для получения разъяснений по заявкам, т.к. автоинформатор по телефону контактного центра сообщил, что нет заявок на рассмотрении. Обратившись к тому же сотруднику банка, мне было сообщено, что заявка до сих пор находится на рассмотрении. На вопрос ""**почему так долго?**"" мне сотрудник сказал, что поделать ничего не может.

В связи с этим считаю, что банк ++**ПРЕДНАМЕРЕННО**++ затягивает рассмотрение заявки по перекредитованию и уменьшению процентной ставки до наступления момента очередного платежа!!!! 

**25.02.2019г.** позвонила этому же менеджеру, он дал ответ, что уже нельзя оформить кредит, т.к. наступило время очередного платежа!!!!!

**С 2013 года являюсь клиентом данного банка** и специально перевела заработную плату в банк ВТБ24, но в последнее время банк и в особенности менеджеры разочаровывают бездействием и халатным отношением. **С августа месяца 2018 года** неоднократно обращалась с просьбой перекредитования под меньший процент.

Основываясь на отношении банка к себе и к моим просьбам делаю вывод, что, к сожалению, придется искать поддержку в других банках по продуктам рефинансирования, т.к. процентную ставку в 18,9% годовых для зарплатного клиента считаю для себя неприемлемой!"
1862,Михаил,Волгоград,2023-03-01,"Пользуюсь уже давненько умной дебетовой картой Мир от Газпромбанка. По ней офигенный кэшбэк, может и до 10% доходить, а еще бесплатное обслуживание. Т.е. с карты даже доход есть, если можно так сказать, главное по ней основные траты делать. А еще если открываешь накопительный счет с такой картой, то может быть высокий процент тоже до 10 где-то."
1815,Пользователь,Ростов-на-Дону,2023-06-06,"Поделюсь своим ощущением по результатам взаимодействия с банком, ощущение мягко говоря такое, как будто банк и его сотрудники совсем не заинтересованы в новом клиенте.

На прошлой неделе, оформил карту банка по выгодному предложению с бесплатным обслуживанием навсегда, карту одобрили, думаю осталось немного, получить ее и все...

Началось с того, что сотрудник который мне позвонил для назначения встречи, сказал что получить ее не смогу, тк разнится адрес регистрации мой и тот что указан в заявке, хорошо давайте испоавим- для исправления нужно ехать в отделение. Хочу заметить что уникальные отделения банка работают по будням с 9-19, извините я так же работаю, попасть к вам не смогу.

Далее уточнил в чате еще раз на всякий случай, на что мне сотрудник сказал(уже другой), что расхождение адреса регистрации не является преградной, лиж бы паспортные данные сходились(а у меня они сходятся).

На этом все, уже третье обращение - карты нет(хотя указано что срок изготовления 5 календарных дней), все только передают мои заявки и так по кругу.

Мне такой сервис совсем не нужен, я уже представил какие проблемы могут возникнуть при использовании карты..."
650,трекер,Новокузнецк,2020-04-29,"Обратились 28.04.2020 г. в банк Открытие в г. Новокузнецк по адресу ул. Тольятти, 25, были очень удивлены отношением сотрудников банка к клиентам. Мы планировали поездку в банк, позвонили в г. Москву, уточнили как во время карантина работает банк по адресу ул. Тольятти, 25, ответили, что до 20:00. Уточнили информацию в Дубльгисе, там также указано до 20:00. Однако, приехав в банк, от сотрудников банка в резкой форме мы узнали, что банк работает до 17:00 и попросили нас уйти. До этого моменты мы успели взять талон, время на талоне было указано 16:57, значит мы всё равно успевали до закрытия. На вывеске также было указано время работы до 20:00. Однако, сотрудники банка отказывались обслуживать нас. Очень примечательно, что в данном филиале не существует книги жалоб, нам не просто отказались ее дать, нам пытались доказать, что у них не может быть данной книги. К слову, мы хотели пополнить и переоформить вклад, казалось бы выгодная для банка операция, но всё же мы не были интересны сотрудникам данного филиала банка открытия. Нам пришло обратиться к директору данного филиала и спустя некоторое время отговорок, нас всё же приняли. Но сотрудник банка Ключинский Андрей общался с нами крайне не уважительно, говорил нам, что ему надо домой и у него много дел. Очень жаль, что банк Открытие так разочаровал нас, не смотря на то, что мы пользуемся услугами данного банка больше 5 лет, обращаться в банк открытие больше нет никакого желания"
