,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
30890,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,4,22,Offline,0,0,0,106.0,0,Canceled
30891,2,0,1,2,Not Selected,0,Room_Type 1,56,5,13,Online,0,0,0,116.1,1,Not_Canceled
30892,0,2,2,2,Meal Plan 1,0,Room_Type 2,11,1,15,Online,0,0,0,77.25,0,Not_Canceled
30893,2,0,2,2,Meal Plan 1,0,Room_Type 4,45,9,18,Offline,0,0,0,96.3,0,Not_Canceled
30894,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,9,14,Offline,0,0,0,90.0,0,Not_Canceled
30895,2,0,1,4,Meal Plan 1,0,Room_Type 1,8,2,3,Offline,0,0,0,65.58,0,Not_Canceled
30896,2,0,1,0,Meal Plan 1,0,Room_Type 1,197,10,31,Online,0,0,0,96.3,3,Not_Canceled
30897,2,0,0,1,Meal Plan 1,0,Room_Type 1,70,10,22,Offline,0,0,0,85.0,0,Not_Canceled
30898,2,0,1,3,Meal Plan 1,0,Room_Type 1,56,5,9,Offline,0,0,0,85.5,0,Not_Canceled
30899,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,14,Offline,0,0,0,109.0,0,Not_Canceled
30900,3,0,0,3,Meal Plan 1,0,Room_Type 4,58,3,31,Online,0,0,0,123.3,1,Not_Canceled
30901,2,0,2,0,Meal Plan 1,0,Room_Type 1,30,9,13,Online,0,0,0,94.5,1,Canceled
30902,1,0,0,1,Meal Plan 1,1,Room_Type 1,33,11,9,Corporate,1,1,10,88.0,1,Not_Canceled
30903,1,0,2,0,Meal Plan 1,0,Room_Type 4,2,5,29,Online,0,0,0,104.72,1,Not_Canceled
30904,2,0,2,3,Not Selected,0,Room_Type 1,223,9,30,Online,0,0,0,73.96,0,Canceled
30905,2,0,0,1,Meal Plan 1,0,Room_Type 2,75,7,27,Online,0,0,0,97.54,0,Not_Canceled
30906,1,0,0,3,Meal Plan 1,0,Room_Type 1,13,6,14,Corporate,1,0,4,65.0,0,Not_Canceled
30907,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,7,1,Offline,0,0,0,80.0,0,Not_Canceled
30908,1,0,0,3,Not Selected,0,Room_Type 1,77,6,16,Online,0,0,0,125.1,0,Canceled
30909,2,0,0,1,Meal Plan 1,0,Room_Type 1,98,5,19,Online,0,0,0,126.9,1,Not_Canceled
30910,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,3,4,Online,0,0,0,129.0,0,Canceled
30911,2,0,2,1,Meal Plan 1,0,Room_Type 1,138,8,27,Online,0,0,0,96.3,1,Not_Canceled
30912,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,12,4,Offline,0,0,0,55.0,0,Not_Canceled
30913,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,3,20,Offline,0,0,0,85.0,1,Not_Canceled
30914,2,0,0,2,Meal Plan 1,0,Room_Type 4,46,3,18,Online,0,0,0,112.5,0,Canceled
30915,3,0,2,2,Meal Plan 1,0,Room_Type 4,45,3,19,Online,0,0,0,124.1,1,Canceled
30916,1,0,1,2,Meal Plan 1,0,Room_Type 1,38,3,11,Online,0,0,0,76.5,1,Canceled
30917,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,10,30,Offline,0,0,0,65.0,0,Canceled
30918,2,0,2,3,Meal Plan 1,0,Room_Type 4,20,9,20,Online,0,0,0,118.15,1,Not_Canceled
30919,2,0,1,1,Meal Plan 1,0,Room_Type 1,16,8,31,Online,0,0,0,97.5,0,Not_Canceled
30920,2,0,1,4,Meal Plan 1,0,Room_Type 1,111,8,3,Online,0,0,0,76.5,0,Not_Canceled
30921,2,0,1,2,Not Selected,0,Room_Type 1,191,8,22,Online,0,0,0,94.5,0,Canceled
30922,2,1,1,3,Meal Plan 2,0,Room_Type 1,155,7,7,Online,0,0,0,173.25,2,Canceled
30923,2,0,1,1,Meal Plan 1,0,Room_Type 4,72,4,2,Online,0,0,0,96.3,1,Not_Canceled
30924,1,0,1,0,Meal Plan 1,0,Room_Type 1,26,8,8,Corporate,0,0,0,65.0,0,Not_Canceled
30925,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,4,18,Online,0,0,0,115.8,1,Not_Canceled
30926,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2,12,Online,0,0,0,74.8,1,Not_Canceled
30927,2,0,0,3,Meal Plan 1,0,Room_Type 1,192,8,25,Offline,0,0,0,100.0,0,Not_Canceled
30928,2,0,1,4,Meal Plan 1,0,Room_Type 1,29,10,31,Online,0,0,0,114.4,2,Canceled
30929,2,0,0,4,Meal Plan 1,0,Room_Type 1,4,10,25,Online,0,0,0,145.0,2,Not_Canceled
30930,2,0,2,5,Meal Plan 1,0,Room_Type 1,152,8,23,Online,0,0,0,98.87,0,Canceled
30931,2,0,0,4,Not Selected,0,Room_Type 1,232,9,20,Online,0,0,0,109.65,1,Canceled
30932,1,0,0,2,Meal Plan 1,0,Room_Type 4,117,5,6,Online,0,0,0,114.3,1,Not_Canceled
30933,2,0,2,3,Meal Plan 2,1,Room_Type 4,90,4,23,Online,0,0,0,129.02,1,Not_Canceled
30934,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,11,6,Online,0,0,0,95.0,1,Not_Canceled
30935,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,8,22,Online,0,0,0,106.67,1,Not_Canceled
30936,1,2,4,10,Meal Plan 1,0,Room_Type 6,50,9,3,Online,0,0,0,196.91,0,Canceled
30937,1,0,2,5,Meal Plan 1,0,Room_Type 1,180,8,16,Online,0,0,0,49.74,0,Canceled
30938,2,1,1,1,Meal Plan 2,1,Room_Type 1,62,7,23,Online,0,0,0,173.25,2,Not_Canceled
30939,2,1,2,2,Meal Plan 1,0,Room_Type 1,44,4,29,Online,0,0,0,137.14,2,Not_Canceled
30940,2,0,0,1,Meal Plan 1,1,Room_Type 1,126,7,8,Online,0,0,0,123.3,1,Not_Canceled
30941,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,11,22,Offline,0,0,0,65.0,0,Not_Canceled
30942,2,0,1,4,Meal Plan 1,0,Room_Type 1,23,12,9,Online,1,1,0,69.0,0,Not_Canceled
30943,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,11,13,Offline,0,0,0,38.67,0,Not_Canceled
30944,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,12,9,Online,0,0,0,124.0,1,Not_Canceled
30945,3,0,0,4,Meal Plan 1,0,Room_Type 4,109,8,24,Online,0,0,0,152.1,0,Canceled
30946,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,14,Offline,0,0,0,120.0,0,Not_Canceled
30947,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,12,3,Offline,1,0,1,12.0,2,Not_Canceled
30948,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,12,25,Online,0,0,0,95.2,0,Canceled
30949,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,28,Offline,0,0,0,70.0,0,Canceled
30950,1,0,2,1,Meal Plan 1,0,Room_Type 1,38,4,3,Online,0,0,0,112.5,1,Not_Canceled
30951,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,10,3,Offline,0,0,0,100.0,0,Canceled
30952,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2,18,Offline,0,0,0,76.8,0,Not_Canceled
30953,2,0,0,4,Meal Plan 1,0,Room_Type 1,82,3,29,Online,0,0,0,82.45,0,Not_Canceled
30954,1,0,2,6,Not Selected,0,Room_Type 1,24,1,15,Online,0,0,0,77.0,1,Not_Canceled
30955,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,8,26,Online,0,0,0,96.3,0,Canceled
30956,1,0,2,0,Meal Plan 1,0,Room_Type 1,91,8,21,Online,0,0,0,112.5,0,Not_Canceled
30957,2,0,0,3,Meal Plan 1,0,Room_Type 1,79,4,27,Offline,0,0,0,75.0,0,Not_Canceled
30958,2,0,1,0,Not Selected,0,Room_Type 1,114,12,12,Online,0,0,0,79.2,1,Not_Canceled
30959,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,8,15,Offline,0,0,0,94.5,0,Canceled
30960,2,1,2,3,Meal Plan 1,0,Room_Type 6,307,8,14,Online,0,0,0,158.4,1,Canceled
30961,2,0,1,2,Not Selected,0,Room_Type 1,226,9,2,Online,0,0,0,112.0,0,Canceled
30962,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,14,Offline,0,0,0,101.5,0,Not_Canceled
30963,2,0,0,2,Meal Plan 1,0,Room_Type 1,97,12,30,Offline,0,0,0,70.0,1,Not_Canceled
30964,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,7,17,Online,0,0,0,105.3,0,Canceled
30965,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,3,9,Online,0,0,0,101.0,1,Not_Canceled
30966,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,1,2,Online,0,0,0,92.0,1,Not_Canceled
30967,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,11,23,Offline,0,0,0,75.0,0,Not_Canceled
30968,1,0,1,0,Not Selected,0,Room_Type 1,13,2,22,Online,0,0,0,66.7,0,Not_Canceled
30969,2,0,1,2,Meal Plan 1,0,Room_Type 4,185,12,16,Online,0,0,0,103.5,0,Not_Canceled
30970,3,0,0,3,Meal Plan 2,0,Room_Type 4,151,8,17,Online,0,0,0,204.0,0,Canceled
30971,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,6,2,Online,0,0,0,136.0,1,Not_Canceled
30972,3,0,2,3,Meal Plan 1,0,Room_Type 1,65,3,20,Offline,0,0,0,124.0,1,Not_Canceled
30973,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,9,8,Corporate,0,0,0,114.0,0,Not_Canceled
30974,2,0,2,1,Not Selected,0,Room_Type 1,43,12,25,Online,0,0,0,88.0,2,Not_Canceled
30975,2,0,0,1,Meal Plan 1,0,Room_Type 1,60,7,20,Online,0,0,0,81.08,1,Not_Canceled
30976,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,6,3,Offline,0,0,0,100.0,0,Canceled
30977,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,5,5,Offline,0,0,0,100.0,0,Canceled
30978,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,6,24,Offline,0,0,0,95.0,0,Not_Canceled
30979,1,0,1,0,Not Selected,0,Room_Type 1,21,9,25,Online,0,0,0,87.01,1,Not_Canceled
30980,2,0,0,4,Meal Plan 1,0,Room_Type 4,55,7,27,Online,0,0,0,149.4,0,Canceled
30981,2,0,2,3,Meal Plan 1,1,Room_Type 1,128,7,7,Offline,0,0,0,81.25,0,Not_Canceled
30982,2,0,2,1,Meal Plan 1,0,Room_Type 4,2,4,23,Online,0,0,0,136.0,0,Canceled
30983,2,1,0,3,Meal Plan 1,0,Room_Type 4,83,7,28,Online,0,0,0,141.1,1,Not_Canceled
30984,1,0,0,1,Meal Plan 2,0,Room_Type 1,83,9,30,Offline,0,0,0,90.6,0,Not_Canceled
30985,2,0,1,2,Not Selected,0,Room_Type 1,97,4,25,Online,0,0,0,85.5,0,Not_Canceled
30986,2,0,2,1,Meal Plan 1,0,Room_Type 4,118,10,29,Online,0,0,0,104.4,1,Not_Canceled
30987,1,0,0,1,Meal Plan 1,0,Room_Type 4,27,5,18,Online,0,0,0,120.12,1,Not_Canceled
30988,2,1,2,7,Meal Plan 1,0,Room_Type 1,139,7,13,Online,0,0,0,86.92,0,Canceled
30989,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,2,Offline,0,0,0,100.0,0,Not_Canceled
30990,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,9,18,Offline,0,0,0,109.0,0,Not_Canceled
30991,3,0,0,3,Meal Plan 1,0,Room_Type 4,89,9,20,Online,0,0,0,168.3,1,Not_Canceled
30992,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,9,11,Offline,0,0,0,95.0,0,Not_Canceled
30993,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,8,1,Online,0,0,0,135.9,0,Canceled
30994,2,0,0,1,Meal Plan 1,0,Room_Type 1,197,4,21,Online,0,0,0,81.77,1,Canceled
30995,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,7,6,Online,0,0,0,151.0,1,Not_Canceled
30996,2,0,1,1,Meal Plan 1,0,Room_Type 1,130,5,23,Online,0,0,0,105.3,0,Canceled
30997,2,0,1,3,Not Selected,0,Room_Type 1,15,12,29,Online,0,0,0,102.0,0,Not_Canceled
30998,3,0,2,2,Meal Plan 1,0,Room_Type 1,65,6,26,Online,0,0,0,137.7,0,Canceled
30999,2,0,0,4,Not Selected,0,Room_Type 1,40,2,24,Online,0,0,0,67.5,1,Canceled
31000,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,11,2,Online,0,0,0,77.77,0,Not_Canceled
31001,2,0,0,1,Not Selected,0,Room_Type 1,60,10,27,Online,0,0,0,80.1,2,Not_Canceled
31002,2,0,0,1,Not Selected,0,Room_Type 1,0,12,28,Online,0,0,0,88.0,2,Not_Canceled
31003,2,0,2,2,Meal Plan 1,0,Room_Type 4,83,5,7,Online,0,0,0,132.6,0,Canceled
31004,2,0,0,1,Meal Plan 1,0,Room_Type 1,49,10,11,Online,0,0,0,126.0,0,Not_Canceled
31005,2,0,2,2,Not Selected,0,Room_Type 1,1,8,9,Online,0,0,0,89.0,1,Not_Canceled
31006,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,10,15,Offline,0,0,0,100.0,0,Not_Canceled
31007,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,7,7,Corporate,0,0,0,79.0,0,Canceled
31008,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,9,23,Online,0,0,0,0.0,1,Not_Canceled
31009,2,0,0,4,Meal Plan 1,0,Room_Type 1,49,12,30,Offline,0,0,0,71.0,0,Not_Canceled
31010,2,1,0,2,Meal Plan 1,0,Room_Type 1,102,12,9,Online,0,0,0,109.8,1,Canceled
31011,3,0,2,5,Meal Plan 1,0,Room_Type 4,147,8,11,Online,0,0,0,138.55,1,Not_Canceled
31012,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,10,19,Offline,0,0,0,85.0,0,Not_Canceled
31013,2,0,0,3,Not Selected,0,Room_Type 1,2,12,20,Online,0,0,0,79.5,1,Not_Canceled
31014,3,0,1,0,Meal Plan 1,0,Room_Type 4,179,8,22,Online,0,0,0,137.7,0,Canceled
31015,2,0,1,0,Meal Plan 1,0,Room_Type 2,14,9,12,Complementary,1,0,5,0.0,1,Not_Canceled
31016,1,0,0,1,Not Selected,0,Room_Type 1,225,11,25,Online,0,0,0,67.5,0,Canceled
31017,2,0,2,1,Meal Plan 1,0,Room_Type 1,71,7,24,Offline,0,0,0,72.25,0,Not_Canceled
31018,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,3,30,Online,0,0,0,73.08,3,Not_Canceled
31019,2,0,4,9,Meal Plan 1,0,Room_Type 1,34,2,19,Online,0,0,0,84.69,0,Canceled
31020,2,0,2,2,Meal Plan 1,0,Room_Type 4,6,8,14,Online,0,0,0,170.0,2,Not_Canceled
31021,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,8,20,Online,0,0,0,113.6,2,Not_Canceled
31022,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,7,2,Online,0,0,0,88.01,2,Not_Canceled
31023,2,0,1,3,Meal Plan 1,0,Room_Type 1,20,9,14,Online,0,0,0,105.0,2,Not_Canceled
31024,2,0,1,3,Meal Plan 1,0,Room_Type 4,4,6,20,Offline,0,0,0,107.0,0,Not_Canceled
31025,2,0,0,1,Meal Plan 1,0,Room_Type 1,107,8,17,Offline,0,0,0,81.25,0,Not_Canceled
31026,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,10,13,Offline,0,0,0,99.0,0,Not_Canceled
31027,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,20,Offline,0,0,0,73.0,0,Not_Canceled
31028,1,0,2,1,Meal Plan 1,0,Room_Type 1,67,3,26,Offline,0,0,0,72.08,0,Canceled
31029,1,0,2,5,Meal Plan 1,0,Room_Type 4,56,4,8,Online,0,0,0,112.2,0,Canceled
31030,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,11,4,Online,0,0,0,83.0,0,Not_Canceled
31031,2,0,0,1,Not Selected,0,Room_Type 1,1,6,1,Online,0,0,0,119.0,0,Not_Canceled
31032,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,9,28,Corporate,0,0,0,95.0,1,Not_Canceled
31033,2,2,0,3,Meal Plan 1,0,Room_Type 6,96,4,28,Online,0,0,0,180.3,0,Canceled
31034,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,10,20,Offline,0,0,0,85.0,0,Not_Canceled
31035,2,0,1,3,Meal Plan 1,0,Room_Type 1,123,8,1,Online,0,0,0,105.3,0,Canceled
31036,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,4,11,Online,0,0,0,76.58,1,Not_Canceled
31037,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,6,18,Offline,0,0,0,96.3,0,Not_Canceled
31038,1,0,1,0,Meal Plan 1,0,Room_Type 1,27,4,25,Online,0,0,0,111.0,1,Not_Canceled
31039,2,0,1,4,Meal Plan 1,0,Room_Type 1,66,12,5,Online,0,0,0,68.07,1,Not_Canceled
31040,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,3,18,Online,0,0,0,87.3,1,Not_Canceled
31041,2,0,2,5,Meal Plan 1,0,Room_Type 6,3,9,15,Online,0,0,0,212.29,1,Not_Canceled
31042,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,12,11,Offline,0,0,0,75.0,0,Not_Canceled
31043,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,11,5,Online,0,0,0,0.0,1,Not_Canceled
31044,2,0,1,1,Meal Plan 1,0,Room_Type 1,17,2,22,Offline,0,0,0,87.0,1,Not_Canceled
31045,1,0,2,0,Meal Plan 1,0,Room_Type 1,24,10,25,Online,0,0,0,94.8,0,Not_Canceled
31046,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,10,17,Offline,0,0,0,67.0,0,Not_Canceled
31047,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,6,30,Offline,0,0,0,85.0,0,Canceled
31048,2,0,2,1,Meal Plan 1,0,Room_Type 4,213,9,4,Offline,0,0,0,90.95,0,Not_Canceled
31049,1,0,1,0,Not Selected,0,Room_Type 1,0,9,26,Online,0,0,0,106.65,0,Not_Canceled
31050,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Offline,0,0,0,130.0,0,Canceled
31051,2,0,1,0,Meal Plan 1,0,Room_Type 4,24,6,27,Online,0,0,0,166.0,0,Canceled
31052,2,0,0,1,Not Selected,0,Room_Type 1,5,8,27,Online,0,0,0,139.0,1,Canceled
31053,2,0,1,2,Meal Plan 1,0,Room_Type 4,62,9,5,Online,0,0,0,115.5,1,Not_Canceled
31054,2,2,1,2,Meal Plan 1,0,Room_Type 6,50,6,3,Online,0,0,0,189.9,2,Not_Canceled
31055,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,9,20,Offline,0,0,0,85.5,0,Not_Canceled
31056,2,0,2,3,Meal Plan 1,0,Room_Type 1,23,9,25,Online,0,0,0,139.0,2,Not_Canceled
31057,1,0,0,2,Meal Plan 1,0,Room_Type 1,6,12,8,Corporate,1,0,4,65.0,0,Not_Canceled
31058,2,0,2,1,Meal Plan 1,0,Room_Type 1,201,10,16,Online,0,0,0,96.3,2,Canceled
31059,2,1,1,1,Meal Plan 1,0,Room_Type 1,54,4,30,Online,0,0,0,143.1,2,Not_Canceled
31060,1,0,2,0,Meal Plan 1,0,Room_Type 1,11,1,31,Online,0,0,0,67.4,0,Not_Canceled
31061,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,10,14,Offline,0,0,0,115.0,1,Canceled
31062,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,1,2,Offline,0,0,0,101.0,0,Not_Canceled
31063,2,0,0,4,Meal Plan 2,0,Room_Type 1,1,8,18,Offline,0,0,0,109.8,0,Not_Canceled
31064,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,4,Offline,0,0,0,89.0,0,Canceled
31065,2,0,2,2,Meal Plan 1,0,Room_Type 1,125,8,7,Online,0,0,0,76.5,1,Canceled
31066,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,3,9,Corporate,0,0,0,80.0,0,Not_Canceled
31067,2,0,2,2,Meal Plan 1,0,Room_Type 1,266,10,30,Online,0,0,0,86.7,2,Not_Canceled
31068,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,3,17,Corporate,0,0,0,80.0,0,Canceled
31069,2,0,2,1,Meal Plan 1,0,Room_Type 4,47,11,14,Offline,0,0,0,60.0,0,Not_Canceled
31070,2,0,2,3,Not Selected,0,Room_Type 1,59,8,28,Online,0,0,0,87.3,1,Not_Canceled
31071,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Offline,0,0,0,109.0,0,Not_Canceled
31072,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,11,17,Corporate,0,0,0,67.0,0,Canceled
31073,2,0,1,1,Not Selected,0,Room_Type 1,36,2,13,Online,0,0,0,67.5,1,Not_Canceled
31074,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,25,Offline,0,0,0,185.0,0,Not_Canceled
31075,2,0,1,5,Meal Plan 1,0,Room_Type 1,1,8,4,Online,0,0,0,80.0,2,Not_Canceled
31076,3,0,0,3,Meal Plan 1,1,Room_Type 1,39,3,24,Online,0,0,0,142.8,1,Not_Canceled
31077,2,0,2,2,Not Selected,1,Room_Type 1,12,3,19,Offline,0,0,0,71.8,0,Not_Canceled
31078,2,0,0,4,Meal Plan 1,0,Room_Type 4,3,1,19,Online,0,0,0,102.0,1,Not_Canceled
31079,2,0,1,3,Not Selected,0,Room_Type 1,72,3,14,Online,0,0,0,68.4,1,Canceled
31080,3,0,0,4,Meal Plan 1,0,Room_Type 1,51,3,16,Online,0,0,0,92.82,1,Not_Canceled
31081,3,0,2,2,Meal Plan 1,0,Room_Type 4,220,12,30,Online,0,0,0,114.75,1,Canceled
31082,2,0,0,2,Not Selected,0,Room_Type 1,45,4,13,Online,0,0,0,94.5,1,Not_Canceled
31083,2,0,1,2,Meal Plan 1,0,Room_Type 4,47,4,1,Online,0,0,0,106.2,0,Not_Canceled
31084,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,105.0,0,Not_Canceled
31085,2,0,2,2,Meal Plan 1,0,Room_Type 4,8,2,28,Online,0,0,0,112.5,0,Canceled
31086,1,0,1,0,Not Selected,0,Room_Type 1,9,4,10,Online,0,0,0,105.0,0,Not_Canceled
31087,3,0,2,1,Meal Plan 1,0,Room_Type 1,19,10,3,Online,0,0,0,118.67,1,Not_Canceled
31088,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,1,26,Corporate,0,0,0,80.0,0,Not_Canceled
31089,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,10,4,Offline,0,0,0,85.5,0,Not_Canceled
31090,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,5,27,Offline,0,0,0,73.0,0,Not_Canceled
31091,2,0,0,2,Meal Plan 1,0,Room_Type 2,47,11,5,Online,0,0,0,105.5,2,Not_Canceled
31092,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,10,15,Offline,0,0,0,115.0,0,Canceled
31093,2,2,0,1,Meal Plan 1,0,Room_Type 6,76,8,13,Online,0,0,0,207.9,0,Canceled
31094,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,6,24,Offline,0,0,0,90.0,0,Canceled
31095,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,10,4,Offline,0,0,0,73.0,0,Not_Canceled
31096,2,0,1,1,Meal Plan 1,0,Room_Type 4,11,6,20,Online,0,0,0,156.0,1,Canceled
31097,2,0,0,2,Not Selected,0,Room_Type 1,44,2,12,Online,0,0,0,67.5,0,Canceled
31098,1,0,2,3,Meal Plan 1,0,Room_Type 1,40,9,13,Online,0,0,0,85.5,2,Not_Canceled
31099,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,4,9,Offline,0,0,0,70.0,1,Not_Canceled
31100,1,0,1,2,Meal Plan 1,0,Room_Type 1,82,4,11,Offline,0,0,0,76.5,0,Not_Canceled
31101,1,0,0,2,Meal Plan 1,0,Room_Type 1,76,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
31102,2,0,0,4,Not Selected,0,Room_Type 1,50,11,15,Online,0,0,0,74.8,1,Not_Canceled
31103,2,0,2,4,Meal Plan 1,0,Room_Type 5,70,3,27,Online,0,0,0,86.4,0,Canceled
31104,2,0,0,4,Meal Plan 1,0,Room_Type 1,57,3,30,Online,0,0,0,85.85,1,Not_Canceled
31105,2,0,1,0,Meal Plan 1,0,Room_Type 1,47,8,28,Online,0,0,0,109.8,0,Canceled
31106,2,0,0,1,Meal Plan 1,0,Room_Type 1,174,9,7,Online,0,0,0,126.9,2,Canceled
31107,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,10,16,Offline,0,0,0,109.0,0,Not_Canceled
31108,2,0,0,2,Not Selected,0,Room_Type 1,18,3,18,Online,0,0,0,97.0,1,Canceled
31109,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,1,2,Offline,0,0,0,101.0,0,Not_Canceled
31110,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,10,10,Offline,0,0,0,76.67,0,Not_Canceled
31111,2,0,1,3,Meal Plan 1,0,Room_Type 1,35,8,15,Online,0,0,0,135.9,1,Not_Canceled
31112,1,0,1,0,Meal Plan 1,1,Room_Type 1,37,3,13,Corporate,1,0,2,67.0,0,Not_Canceled
31113,2,0,1,3,Not Selected,0,Room_Type 1,49,2,22,Online,0,0,0,65.75,1,Not_Canceled
31114,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2,13,Online,0,0,0,91.0,1,Not_Canceled
31115,1,0,0,1,Not Selected,0,Room_Type 1,8,10,27,Online,0,0,0,84.7,1,Not_Canceled
31116,2,0,1,1,Meal Plan 1,0,Room_Type 1,92,1,16,Online,0,0,0,90.0,1,Not_Canceled
31117,2,0,0,2,Not Selected,0,Room_Type 1,4,8,12,Online,0,0,0,92.0,0,Not_Canceled
31118,2,0,2,1,Meal Plan 1,0,Room_Type 1,23,10,9,Offline,0,0,0,85.0,0,Not_Canceled
31119,2,0,0,2,Meal Plan 2,0,Room_Type 1,34,10,14,Online,0,0,0,108.9,0,Not_Canceled
31120,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,7,1,Offline,0,0,0,75.0,0,Canceled
31121,1,0,1,0,Meal Plan 1,0,Room_Type 1,37,5,8,Corporate,1,1,4,65.0,0,Not_Canceled
31122,1,0,1,2,Meal Plan 1,0,Room_Type 4,253,10,7,Online,0,0,0,140.4,1,Canceled
31123,1,0,0,2,Meal Plan 1,0,Room_Type 1,21,10,26,Online,0,0,0,95.48,1,Not_Canceled
31124,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,8,28,Corporate,1,1,2,65.0,0,Not_Canceled
31125,2,0,0,3,Meal Plan 1,0,Room_Type 4,19,10,6,Online,0,0,0,117.0,1,Not_Canceled
31126,2,0,0,4,Meal Plan 1,0,Room_Type 4,68,10,25,Online,0,0,0,71.46,1,Not_Canceled
31127,2,0,2,2,Not Selected,0,Room_Type 1,95,5,21,Online,0,0,0,109.65,0,Canceled
