,time,time_type,square,rooms,floor,max_floor,price
1639,8,ped,50.0,2-комнатная,15,35,70000
1640,6,ped,51.0,2-комнатная,25,33,105000
1641,20,bus,64.0,2-комнатная,7,7,55000
1642,22,ped,56.0,2-комнатная,24,27,87000
1643,7,ped,45.0,2-комнатная,11,11,55000
1644,13,bus,66.0,2-комнатная,30,33,60000
1645,18,ped,52.0,2-комнатная,6,9,50000
1646,17,ped,52.0,2-комнатная,5,12,60000
1647,12,ped,58.0,2-комнатная,29,31,64000
1648,11,ped,43.0,2-комнатная,2,9,45000
1649,4,ped,37.1,2-комнатная,1,9,60000
1650,12,ped,58.0,2-комнатная,3,14,70000
1651,11,ped,42.0,2-комнатная,5,9,80000
1652,18,ped,39.0,2-комнатная,12,13,55000
1653,1,ped,45.0,2-комнатная,3,9,60000
1654,3,ped,52.9,2-комнатная,6,14,70000
1655,15,ped,39.0,2-комнатная,5,5,55000
1656,6,ped,55.0,2-комнатная,12,26,65000
1657,14,ped,40.0,2-комнатная,2,12,45000
1658,13,ped,52.0,2-комнатная,6,14,60000
1659,6,ped,55.0,2-комнатная,33,38,80000
1660,12,ped,55.0,2-комнатная,2,32,70000
1661,10,ped,45.0,2-комнатная,2,5,65000
1662,13,ped,52.9,2-комнатная,8,9,60000
1663,8,ped,108.0,2-комнатная,3,10,200000
1664,25,ped,57.0,2-комнатная,9,24,71000
1665,13,ped,65.0,2-комнатная,27,35,100000
1666,15,bus,57.0,2-комнатная,1,25,43000
1667,12,ped,44.0,2-комнатная,23,25,45000
1668,29,bus,39.0,2-комнатная,15,17,40000
1669,13,bus,61.0,2-комнатная,11,19,55000
1670,16,ped,59.0,2-комнатная,6,16,65000
1671,15,ped,59.0,2-комнатная,25,25,48000
1672,24,ped,55.0,2-комнатная,4,17,50000
1673,20,ped,61.5,2-комнатная,4,5,52000
1674,11,ped,75.0,2-комнатная,15,22,58000
1675,15,bus,50.1,2-комнатная,5,14,47000
1676,18,ped,45.0,2-комнатная,1,5,55000
1677,1,ped,52.0,2-комнатная,11,17,65000
1678,10,bus,59.0,2-комнатная,10,25,50000
1679,10,ped,40.0,2-комнатная,13,24,75000
1680,17,ped,49.0,2-комнатная,1,4,39000
1681,3,ped,48.0,2-комнатная,8,12,56000
1682,1,ped,62.0,2-комнатная,24,30,80000
1683,3,ped,42.0,2-комнатная,2,5,60000
1684,16,ped,70.0,2-комнатная,23,23,75000
1685,4,ped,85.0,2-комнатная,23,27,80000
1686,7,ped,54.0,2-комнатная,3,16,85000
1687,8,ped,43.0,2-комнатная,13,26,150000
1688,7,ped,65.0,3-комнатная,10,12,82000
1689,11,ped,156.0,3-комнатная,3,6,280000
1690,3,ped,87.0,3-комнатная,8,12,150000
1691,10,ped,66.0,3-комнатная,12,12,50000
1692,28,bus,53.0,3-комнатная,7,9,44000
1693,5,ped,110.0,3-комнатная,7,17,73000
1694,2,ped,65.0,3-комнатная,32,59,162000
1695,13,ped,64.0,3-комнатная,3,12,59000
1696,23,bus,79.0,3-комнатная,5,22,52500
1697,4,ped,62.7,3-комнатная,3,12,65000
1698,2,ped,67.0,3-комнатная,5,9,65000
1699,15,bus,73.0,3-комнатные,16,33,65000
1700,10,ped,58.0,3-комнатная,5,9,66500
1701,18,bus,81.0,3-комнатная,14,17,54000
1702,9,ped,56.0,3-комнатная,3,9,54500
1703,11,ped,76.0,3-комнатная,13,22,82000
1704,4,ped,73.1,3-комнатная,14,17,44000
1705,12,bus,77.0,3-комнатная,19,22,73500
1706,6,ped,65.0,3-комнатная,9,12,58000
1707,8,ped,59.0,3-комнатная,8,12,69000
1708,11,ped,104.0,3-комнатная,34,37,113000
1709,4,ped,62.4,3-комнатная,9,12,60000
1710,18,ped,73.3,3-комнатная,7,16,40000
1711,25,bus,56.0,3-комнатная,3,4,44000
1712,2,ped,58.0,3-комнатная,3,9,49500
1713,6,ped,144.0,3-комнатная,3,10,270000
1714,12,ped,65.0,3-комнатная,10,12,54000
1715,4,ped,92.0,3-комнатные,3,7,390000
1716,20,ped,60.0,3-комнатная,5,9,76000
1717,11,bus,54.0,3-комнатная,6,9,50000
1718,19,bus,80.0,3-комнатная,2,25,46000
1719,17,bus,78.0,3-комнатная,10,10,44000
1720,11,ped,110.0,3-комнатные,2,8,550000
1721,5,ped,73.0,3-комнатная,15,17,61000
1722,2,ped,124.0,3-комнатные,2,5,400000
1723,4,ped,101.0,3-комнатная,2,5,195000
1724,12,ped,63.0,3-комнатная,9,12,62000
1725,16,ped,75.0,3-комнатная,3,17,65000
1726,13,bus,86.9,3-комнатная,7,11,71000
1727,16,bus,72.9,3-комнатная,13,17,60000
1728,10,ped,56.0,3-комнатные,12,14,109000
1729,13,bus,58.0,3-комнатная,2,9,56500
1730,13,ped,70.0,3-комнатная,8,17,140000
1731,18,ped,59.0,3-комнатная,16,20,87000
1732,10,bus,63.0,3-комнатная,4,12,55500
1733,12,ped,52.0,3-комнатная,9,15,62000
1734,13,bus,80.0,3-комнатная,2,22,76000
1735,15,ped,66.0,3-комнатная,3,11,60000
1736,16,ped,75.0,3-комнатная,10,23,169000
1737,5,ped,101.0,3-комнатная,2,16,104000
1738,12,ped,120.0,3-комнатная,2,19,250000
1739,8,ped,143.0,3-комнатные,3,3,250000
1740,12,ped,65.0,3-комнатная,10,12,54000
1741,4,ped,80.0,3-комнатные,11,15,151500
1742,14,ped,140.0,3-комнатная,2,24,120000
1743,13,ped,89.0,3-комнатная,15,17,93000
1744,22,ped,64.0,3-комнатная,18,22,65000
1745,17,bus,77.0,3-комнатная,10,14,65000
1746,16,ped,63.0,3-комнатная,2,14,65000
1747,17,ped,52.0,3-комнатная,3,8,71000
1748,8,bus,76.0,3-комнатная,8,10,76000
1749,10,ped,75.0,3-комнатная,11,17,63000
1750,16,ped,72.0,3-комнатная,15,17,69000
1751,13,ped,63.0,3-комнатная,33,33,76000
1752,11,bus,68.0,3-комнатная,2,12,84000
1753,10,ped,74.0,3-комнатная,2,4,109000
1754,16,ped,100.0,3-комнатная,19,22,205500
1755,16,ped,67.0,3-комнатная,5,10,67500
1756,10,ped,82.0,3-комнатная,6,8,76000
1757,13,bus,120.0,3-комнатная,5,17,125500
1758,21,bus,70.0,3-комнатная,2,23,44000
1759,20,ped,80.0,3-комнатная,5,10,104000
1760,18,bus,79.0,3-комнатная,4,12,64000
1761,3,ped,60.0,3-комнатная,4,9,98000
1762,10,ped,75.0,3-комнатная,2,17,65000
1763,8,ped,143.0,3-комнатные,3,3,250000
1764,12,ped,140.0,3-комнатная,2,14,200000
1765,11,ped,80.0,3-комнатная,14,16,170000
1766,14,ped,75.0,3-комнатная,11,14,73000
1767,9,ped,56.0,3-комнатная,7,25,60000
1768,8,ped,78.0,3-комнатная,3,5,172500
1769,10,ped,56.0,3-комнатная,3,8,93000
1770,10,ped,72.0,3-комнатная,13,17,71000
1771,17,bus,75.0,3-комнатная,23,24,63000
1772,16,ped,91.0,3-комнатные,5,21,162000
1773,13,bus,94.0,3-комнатные,7,8,257000
1774,17,ped,81.0,3-комнатная,19,24,185000
1775,17,ped,76.0,3-комнатная,7,9,93000
1776,11,ped,82.0,3-комнатная,10,31,130500
1777,6,ped,98.0,3-комнатная,11,21,273000
1778,7,ped,65.0,3-комнатная,10,12,82000
1779,6,ped,93.0,3-комнатная,5,5,87000
1780,12,ped,120.0,3-комнатная,2,18,267500
1781,10,ped,99.0,3-комнатная,17,19,141000
1782,4,ped,105.0,3-комнатная,5,14,130500
1783,17,ped,76.0,3-комнатная,7,8,90000
1784,13,bus,80.0,3-комнатная,5,22,64500
1785,29,bus,76.0,3-комнатная,6,25,60000
1786,9,ped,61.0,3-комнатная,3,9,65000
1787,3,ped,94.0,3-комнатная,3,9,374500
1788,13,ped,112.0,3-комнатная,11,49,190000
1789,12,ped,120.0,3-комнатная,2,19,250000
1790,17,ped,78.0,3-комнатная,3,16,76000
1791,10,ped,97.8,3-комнатная,19,23,122000
1792,18,ped,87.0,3-комнатная,6,21,75000
1793,3,ped,99.0,3-комнатная,15,15,146500
1794,6,ped,74.0,3-комнатная,9,25,52500
1795,10,ped,93.0,3-комнатная,10,33,60000
1796,11,bus,65.0,3-комнатная,2,12,73500
1797,9,ped,62.0,3-комнатная,5,12,78500
1798,2,ped,78.0,3-комнатная,7,14,87000
1799,8,ped,137.0,3-комнатная,3,18,227000
1800,9,ped,92.0,3-комнатная,1,5,125500
1801,18,bus,50.0,3-комнатная,8,9,54500
1802,4,ped,89.0,3-комнатная,7,10,147000
1803,10,ped,112.0,3-комнатные,13,25,213000
1804,7,ped,85.0,3-комнатная,1,25,85000
1805,11,ped,73.0,3-комнатная,5,23,69000
1806,6,ped,90.0,3-комнатная,6,10,108500
1807,19,bus,70.0,3-комнатная,1,3,78000
1808,6,ped,85.0,3-комнатная,16,16,58997
1809,5,ped,58.7,3-комнатная,2,9,60000
1810,4,ped,111.0,3-комнатная,5,10,250000
1811,14,ped,72.4,3-комнатная,1,17,44622
1812,12,ped,65.0,3-комнатная,10,12,54000
1813,12,ped,113.0,3-комнатная,9,19,160000
1814,10,ped,90.0,3-комнатная,12,18,115000
1815,5,ped,57.0,3-комнатная,9,9,62000
1816,2,ped,101.0,3-комнатная,3,8,120000
1817,4,ped,70.0,3-комнатная,15,15,130000
1818,8,ped,143.0,3-комнатные,3,3,250000
1819,13,ped,112.0,3-комнатная,9,14,151500
1820,9,ped,73.8,3-комнатная,7,17,67000
1821,1,ped,100.0,3-комнатная,26,30,110000
1822,25,bus,80.0,3-комнатная,6,9,82000
1823,8,ped,136.0,3-комнатная,2,6,350000
1824,7,ped,73.8,3-комнатная,7,8,77287
1825,5,ped,99.7,3-комнатная,2,9,89198
1826,2,ped,105.0,3-комнатная,22,37,130500
1827,16,ped,92.0,3-комнатные,5,22,150000
1828,12,ped,100.0,3-комнатная,35,39,350000
1829,10,ped,78.0,3-комнатная,4,17,124500
1830,5,ped,163.1,3-комнатная,14,14,118709
1831,3,ped,180.0,3-комнатные,1,4,400000
1832,18,ped,75.0,3-комнатная,12,17,62000
1833,4,ped,100.0,3-комнатная,10,10,340000
1834,31,bus,62.0,3-комнатная,6,9,40000
1835,2,ped,183.8,3-комнатные,23,73,600000
1836,2,ped,105.0,3-комнатная,22,37,110000
1837,10,ped,74.0,3-комнатная,2,4,109000
1838,9,ped,90.0,3-комнатная,8,9,120000
1839,17,ped,112.0,3-комнатная,11,17,120000
1840,7,ped,90.0,3-комнатная,4,5,200000
1841,18,ped,108.0,3-комнатная,6,9,110000
1842,6,ped,100.0,3-комнатная,4,9,140000
1843,11,ped,80.0,3-комнатная,8,14,140000
1844,13,ped,101.3,3-комнатные,28,28,258800
1845,5,ped,90.0,3-комнатная,2,4,180000
1846,11,ped,130.0,3-комнатная,4,7,450000
1847,5,ped,54.0,3-комнатная,8,8,145000
1848,8,ped,139.0,3-комнатная,9,14,180000
1849,10,ped,160.0,3-комнатная,3,7,450000
1850,12,ped,90.0,3-комнатная,18,27,154500
1851,15,ped,80.0,3-комнатная,17,17,62000
1852,20,ped,134.6,3-комнатная,2,17,93592
1853,9,ped,133.0,3-комнатные,8,11,450000
1854,19,bus,79.0,3-комнатная,11,24,50000
1855,14,ped,70.0,3-комнатная,16,22,60000
1856,3,ped,167.0,3-комнатная,3,7,200000
1857,8,ped,100.0,3-комнатная,7,7,230000
1858,9,ped,135.0,3-комнатная,27,35,180000
1859,13,ped,67.0,3-комнатная,2,14,100000
1860,6,ped,144.0,3-комнатная,3,10,270000
1861,17,ped,94.0,3-комнатная,3,12,110000
1862,14,ped,75.0,3-комнатная,11,14,73000
1863,5,ped,101.0,3-комнатная,2,16,104000
1864,10,ped,92.0,3-комнатная,6,7,130000
1865,4,ped,155.0,3-комнатная,11,12,250000
1866,20,bus,46.0,3-комнатная,2,24,52500
1867,6,ped,195.0,3-комнатная,7,16,450000
1868,9,ped,145.0,3-комнатная,15,57,299000
1869,5,ped,114.4,3-комнатная,4,14,106172
1870,5,ped,105.0,3-комнатная,7,7,165000
1871,15,ped,146.0,3-комнатная,20,21,350000
1872,2,ped,76.0,3-комнатная,11,22,60000
1873,9,ped,220.0,3-комнатная,8,55,270000
1874,9,ped,130.0,3-комнатная,20,50,200000
1875,15,ped,130.0,3-комнатная,21,21,250000
1876,4,ped,92.0,3-комнатные,3,7,390000
1877,11,ped,126.0,3-комнатная,7,10,200000
1878,15,ped,93.8,3-комнатная,10,31,65000
1879,4,ped,180.0,3-комнатная,5,10,350000
1880,8,ped,70.0,3-комнатная,3,7,150000
1881,7,ped,130.0,3-комнатная,3,8,270000
1882,11,ped,161.0,3-комнатная,6,7,200000
1883,11,ped,136.0,3-комнатная,4,7,320000
1884,11,ped,67.0,3-комнатная,10,39,115000
1885,3,ped,80.0,3-комнатная,8,8,90000
1886,10,ped,116.0,3-комнатные,8,16,200000
1887,8,ped,102.0,3-комнатная,4,6,240000
1888,2,ped,123.0,3-комнатная,4,5,150000
1889,17,ped,150.0,3-комнатная,6,23,150000
1890,5,ped,150.0,3-комнатная,7,30,140000
1891,9,ped,61.0,3-комнатная,3,9,65000
1892,2,ped,110.0,3-комнатная,2,6,138000
1893,9,ped,140.0,3-комнатная,2,7,450000
1894,2,ped,115.0,3-комнатная,12,17,120000
1895,6,ped,140.0,3-комнатная,3,10,300000
1896,9,ped,220.0,3-комнатная,8,57,250000
1897,2,ped,160.0,3-комнатная,6,18,140000
1898,8,ped,125.0,3-комнатная,4,8,912000
1899,2,ped,87.0,3-комнатная,11,38,140000
1900,9,ped,145.0,3-комнатная,12,30,200000
1901,9,ped,100.0,3-комнатная,7,19,210000
1902,4,ped,110.0,3-комнатные,5,7,400000
1903,7,ped,118.0,3-комнатная,15,17,250000
1904,6,ped,122.0,3-комнатная,3,17,180000
1905,11,ped,111.0,3-комнатная,6,22,110000
1906,9,ped,160.0,3-комнатная,6,57,300000
1907,12,ped,124.9,3-комнатная,8,21,168094
1908,7,ped,66.0,3-комнатная,3,24,85000
1909,8,ped,125.0,3-комнатная,4,7,250000
1910,13,ped,87.3,3-комнатные,25,28,153800
1911,17,ped,150.0,3-комнатная,6,23,150000
1912,12,ped,120.0,3-комнатная,2,19,240000
1913,8,ped,143.0,3-комнатные,3,3,250000
1914,9,ped,134.0,3-комнатная,2,4,320000
1915,17,ped,69.0,3-комнатная,2,3,65000
1916,9,ped,145.0,3-комнатная,22,55,259000
1917,5,ped,150.0,3-комнатная,7,16,259000
1918,6,ped,190.0,3-комнатная,6,8,370000
1919,12,ped,95.0,3-комнатная,12,13,111000
1920,7,ped,105.0,3-комнатная,3,5,250000
1921,13,ped,72.6,3-комнатные,25,28,144900
1922,4,ped,144.0,3-комнатная,3,10,270000
1923,2,ped,122.0,3-комнатные,2,5,380000
1924,10,ped,86.0,3-комнатная,4,23,155000
1925,2,ped,130.0,3-комнатная,11,18,120000
1926,13,ped,87.3,3-комнатные,28,28,233500
1927,1,ped,90.0,3-комнатная,8,9,300000
1928,3,ped,112.0,3-комнатная,13,23,140000
1929,12,ped,160.0,3-комнатная,10,32,300000
1930,2,ped,120.0,3-комнатная,12,24,120000
1931,5,ped,95.0,3-комнатная,3,3,270000
1932,7,ped,90.0,3-комнатная,4,5,200000
1933,14,ped,59.0,3-комнатная,3,9,49500
1934,5,ped,256.0,3-комнатная,7,7,330000
1935,7,ped,123.0,3-комнатная,3,4,200000
1936,5,ped,101.0,3-комнатная,2,16,104000
1937,6,ped,85.0,3-комнатная,16,16,58997
1938,7,ped,118.0,3-комнатная,15,17,250000
1939,9,ped,145.0,3-комнатная,12,30,200000
1940,13,ped,56.2,3-комнатная,2,9,58000
1941,8,ped,105.0,3-комнатная,7,7,230000
1942,13,bus,151.0,3-комнатная,23,53,300000
1943,15,ped,120.0,3-комнатная,7,11,250000
1944,7,ped,79.0,3-комнатная,6,6,130000
1945,12,ped,120.0,3-комнатная,2,19,240000
1946,5,ped,115.0,3-комнатные,60,78,600000
1947,11,ped,88.0,3-комнатная,5,8,220000
1948,6,ped,120.0,3-комнатная,11,27,170000
1949,4,ped,81.0,3-комнатная,7,10,140000
1950,2,ped,100.0,3-комнатная,3,7,120000
1951,17,ped,160.0,3-комнатная,20,23,230000
1952,8,ped,128.0,3-комнатная,8,9,180000
1953,24,bus,95.0,3-комнатная,4,18,140000
1954,6,ped,120.0,3-комнатная,5,18,180000
1955,13,ped,70.8,3-комнатные,20,28,144900
1956,6,ped,190.0,3-комнатная,6,8,370000
1957,7,ped,140.0,3-комнатная,11,14,200000
1958,8,ped,79.0,3-комнатная,2,25,82000
1959,9,ped,160.0,3-комнатная,8,22,249000
1960,3,ped,110.0,3-комнатная,4,8,190000
1961,7,ped,110.0,3-комнатная,15,40,150000
1962,13,ped,87.3,3-комнатные,28,28,233500
1963,9,ped,90.0,3-комнатная,8,9,120000
1964,7,ped,140.0,3-комнатная,11,14,200000
1965,12,ped,95.0,3-комнатная,7,15,95000
1966,8,ped,110.8,3-комнатная,3,6,400000
1967,15,ped,98.0,3-комнатная,2,9,200000
1968,8,ped,70.0,3-комнатная,6,32,85000
1969,13,bus,151.0,3-комнатная,23,47,300000
1970,9,ped,127.0,3-комнатные,5,13,450000
1971,14,ped,80.5,3-комнатная,9,12,65232
1972,4,ped,77.7,3-комнатная,3,16,50634
1973,6,ped,105.0,3-комнатная,6,7,180000
1974,6,ped,86.0,3-комнатная,5,5,120000
1975,7,ped,74.6,3-комнатная,5,17,70000
1976,6,ped,124.0,3-комнатная,4,17,271154
1977,17,ped,78.5,3-комнатная,3,24,40000
1978,3,ped,87.0,3-комнатная,8,12,150000
1979,11,bus,72.0,3-комнатная,3,17,50000
1980,14,ped,93.7,3-комнатная,8,9,75928
1981,9,ped,130.0,3-комнатная,9,10,350000
1982,10,ped,93.0,3-комнатная,6,18,120000
1983,10,ped,60.0,3-комнатная,6,9,80000
1984,10,ped,90.0,3-комнатная,6,12,400000
1985,10,ped,102.0,3-комнатная,3,4,147000
1986,8,ped,139.0,3-комнатная,9,14,180000
1987,7,ped,85.0,3-комнатная,6,6,150000
1988,6,ped,85.0,3-комнатная,16,16,58997
1989,5,ped,120.4,3-комнатная,3,4,280000
1990,1,ped,110.0,3-комнатная,15,30,97000
1991,7,ped,110.0,3-комнатная,3,3,130000
1992,9,ped,80.0,3-комнатные,4,5,200000
1993,4,ped,92.0,3-комнатные,3,7,390000
1994,9,ped,132.0,3-комнатная,19,35,150000
1995,12,ped,113.0,3-комнатная,9,19,160000
1996,7,ped,120.0,3-комнатная,9,10,180000
1997,11,ped,108.0,3-комнатная,2,5,230000
1998,11,ped,90.4,3-комнатная,9,9,62278
1999,11,ped,176.0,3-комнатная,3,6,425000
2000,9,ped,120.0,3-комнатная,8,12,210000
2001,9,ped,127.0,3-комнатные,6,13,450000
2002,5,ped,92.0,3-комнатные,47,78,500000
2003,17,ped,150.0,3-комнатная,6,23,150000
2004,11,ped,88.6,3-комнатная,1,9,56261
2005,1,ped,160.0,3-комнатная,5,6,200000
2006,5,ped,164.0,3-комнатная,3,4,180000
2007,12,ped,140.0,3-комнатная,2,14,200000
2008,13,ped,48.0,3-комнатная,12,16,76000
2009,5,ped,200.0,3-комнатная,4,5,320000
2010,8,ped,102.0,3-комнатная,4,6,240000
2011,13,ped,170.0,3-комнатная,4,32,235000
2012,8,ped,130.0,3-комнатная,2,6,300000
2013,10,ped,102.0,3-комнатная,3,4,147000
2014,8,ped,102.0,3-комнатная,4,6,240000
2015,1,ped,82.2,3-комнатные,15,22,280000
2016,13,ped,112.0,3-комнатная,11,49,190000
2017,11,ped,142.8,3-комнатные,6,8,750000
2018,16,ped,80.0,3-комнатная,7,24,90000
2019,3,ped,260.0,3-комнатная,5,7,600000
2020,9,ped,105.0,3-комнатная,3,5,250000
2021,17,ped,121.0,3-комнатная,7,24,150000
2022,9,ped,110.0,3-комнатные,4,13,350000
2023,7,ped,98.0,3-комнатная,2,4,250000
2024,11,ped,69.0,3-комнатная,10,31,130000
2025,10,ped,150.0,3-комнатная,4,6,280000
2026,17,ped,115.0,3-комнатные,16,19,320000
2027,9,ped,127.0,3-комнатные,8,13,450000
2028,10,ped,120.0,3-комнатная,13,16,450000
2029,10,ped,160.0,3-комнатная,3,7,450000
2030,3,ped,110.0,3-комнатная,7,9,200000
2031,4,ped,111.0,3-комнатная,3,10,250000
2032,3,ped,95.0,3-комнатная,4,9,160000
2033,12,bus,71.0,3-комнатные,9,15,68500
2034,20,ped,60.0,3-комнатная,12,29,160000
2035,5,ped,99.0,3-комнатная,17,18,199000
2036,20,ped,80.0,3-комнатная,5,10,104000
2037,12,ped,124.9,3-комнатная,8,21,168094
2038,11,ped,107.0,3-комнатная,16,18,130000
2039,7,ped,125.0,3-комнатная,5,5,450000
2040,8,ped,145.0,3-комнатная,9,9,180000
2041,7,ped,110.0,3-комнатная,15,40,150000
2042,10,ped,92.0,3-комнатная,6,7,130000
2043,18,ped,135.0,3-комнатная,32,48,160000
2044,9,ped,130.0,3-комнатная,10,57,190000
2045,15,ped,130.0,3-комнатная,21,21,250000
2046,8,ped,130.0,3-комнатная,2,6,300000
2047,8,ped,125.0,3-комнатная,4,7,300000
2048,9,ped,100.0,3-комнатная,2,5,130000
2049,4,ped,80.0,3-комнатная,12,13,85000
2050,2,ped,106.0,3-комнатная,7,20,95000
2051,11,ped,110.0,3-комнатная,12,13,200000
2052,11,ped,80.0,3-комнатная,14,16,170000
2053,2,ped,127.0,3-комнатная,6,18,130000
2054,9,ped,93.0,3-комнатная,8,14,350000
2055,8,ped,80.0,3-комнатная,3,5,150000
2056,7,ped,127.0,3-комнатная,11,14,200000
2057,10,ped,90.0,3-комнатная,12,18,115000
2058,10,ped,84.0,3-комнатная,3,25,87000
2059,11,ped,100.0,3-комнатная,3,9,210000
2060,4,ped,104.0,3-комнатная,10,10,360000
2061,9,ped,130.0,3-комнатная,9,10,350000
2062,12,ped,120.0,3-комнатная,2,19,250000
2063,8,ped,143.0,3-комнатные,3,3,250000
2064,4,ped,104.0,3-комнатная,10,10,360000
2065,13,ped,95.0,3-комнатные,6,24,220000
2066,1,ped,160.0,3-комнатная,5,7,200000
2067,11,ped,90.0,3-комнатная,15,20,350000
2068,13,ped,70.0,3-комнатная,10,48,170000
2069,5,ped,128.0,3-комнатная,5,8,250000
2070,5,ped,110.0,3-комнатная,3,3,280000
2071,10,ped,80.0,3-комнатная,7,13,280000
2072,9,ped,90.0,3-комнатная,8,9,120000
2073,7,ped,105.0,3-комнатные,12,17,200000
2074,18,ped,101.7,3-комнатная,11,12,200000
2075,12,ped,128.0,3-комнатная,4,6,215000
2076,2,ped,136.0,3-комнатные,6,9,700000
2077,12,ped,65.0,3-комнатная,10,12,54000
2078,11,ped,95.0,3-комнатная,5,11,165000
2079,5,ped,128.0,3-комнатная,10,13,380000
2080,12,ped,130.0,3-комнатная,15,17,195000
2081,2,ped,100.0,3-комнатная,7,10,250000
2082,8,ped,200.0,3-комнатная,2,4,400000
2083,5,ped,128.0,3-комнатная,10,13,380000
2084,11,ped,107.0,3-комнатная,16,18,130000
2085,6,ped,128.0,3-комнатная,4,5,280000
2086,5,ped,57.0,3-комнатная,9,9,62000
2087,14,ped,80.5,3-комнатная,9,12,65232
2088,8,ped,143.0,3-комнатные,3,3,250000
2089,16,ped,113.0,3-комнатная,12,25,120000
2090,12,ped,62.0,3-комнатная,3,12,65000
2091,8,ped,110.0,3-комнатная,5,20,140000
2092,9,ped,130.0,3-комнатная,5,14,250000
2093,7,ped,140.0,3-комнатная,3,7,330000
2094,5,ped,78.0,3-комнатная,3,53,140000
2095,2,ped,68.0,3-комнатная,14,16,80000
2096,4,ped,100.0,3-комнатные,6,7,350000
2097,9,ped,105.0,3-комнатная,3,5,230000
2098,11,ped,156.0,3-комнатная,3,6,280000
2099,9,ped,144.0,3-комнатная,15,20,300000
2100,9,ped,145.0,3-комнатная,15,57,300000
2101,7,ped,140.0,3-комнатная,6,15,180000
2102,6,ped,200.0,3-комнатная,10,16,500000
2103,6,ped,94.0,3-комнатная,3,5,140000
2104,4,ped,135.0,3-комнатная,12,19,220000
2105,2,ped,94.0,3-комнатная,7,20,220000
2106,5,ped,120.0,3-комнатная,5,18,249000
2107,12,ped,120.0,3-комнатная,2,19,250000
2108,6,ped,110.0,3-комнатная,6,7,180000
2109,5,ped,176.0,3-комнатная,3,7,390000
2110,2,ped,130.0,3-комнатная,12,12,150000
2111,2,ped,94.0,3-комнатная,7,20,220000
2112,4,ped,77.7,3-комнатная,3,16,50634
2113,16,ped,80.0,3-комнатная,7,24,90000
2114,9,ped,84.0,3-комнатная,5,7,175000
2115,16,bus,90.0,3-комнатная,7,16,100000
2116,10,ped,125.0,3-комнатная,6,14,130000
2117,1,ped,129.3,3-комнатная,5,8,260000
2118,23,bus,135.0,3-комнатная,3,5,180000
2119,7,ped,98.0,3-комнатная,6,6,200000
2120,10,ped,102.0,3-комнатная,14,22,180000
2121,14,ped,71.0,3-комнатная,14,24,190000
2122,13,bus,127.0,3-комнатная,36,53,220000
2123,8,ped,111.0,3-комнатная,3,6,400000
2124,9,ped,127.0,3-комнатные,6,13,450000
2125,13,bus,100.0,3-комнатные,8,8,300000
2126,9,ped,300.0,3-комнатная,6,6,700000
2127,17,ped,112.0,3-комнатная,11,17,120000
2128,2,ped,187.0,3-комнатные,39,75,500000
2129,13,ped,170.0,3-комнатная,4,32,235000
2130,5,ped,110.0,3-комнатная,2,4,200000
2131,4,ped,131.0,3-комнатная,6,9,400000
2132,7,ped,85.0,3-комнатная,7,7,180000
2133,10,ped,116.2,3-комнатная,5,6,190000
2134,4,ped,100.0,3-комнатные,6,7,400000
2135,1,ped,170.0,3-комнатные,37,85,470000
2136,18,bus,50.0,3-комнатная,8,9,54500
2137,13,bus,100.0,3-комнатные,8,8,300000
2138,9,ped,93.0,3-комнатная,8,14,350000
2139,2,ped,142.0,3-комнатная,10,18,170000
2140,4,ped,105.0,3-комнатная,8,12,120000
2141,7,ped,85.0,3-комнатная,6,6,150000
2142,8,ped,143.0,3-комнатные,3,3,250000
2143,5,ped,140.0,3-комнатная,3,5,300000
2144,3,ped,115.0,3-комнатная,9,16,170000
2145,10,ped,175.0,3-комнатная,4,6,300000
2146,9,ped,85.0,3-комнатная,6,7,175000
2147,4,ped,124.0,3-комнатная,5,8,300000
2148,6,ped,128.0,3-комнатная,4,5,280000
2149,13,ped,156.0,3-комнатная,6,16,85000
2150,4,ped,80.0,3-комнатная,12,13,85000
2151,13,ped,81.0,3-комнатная,3,14,55000
2152,11,ped,85.0,3-комнатная,5,14,70000
2153,1,ped,76.2,3-комнатная,11,22,130000
2154,10,ped,75.0,3-комнатные,11,34,125000
2155,16,ped,79.0,3-комнатная,13,22,70000
2156,8,ped,64.4,3-комнатная,1,14,60000
2157,11,ped,70.0,3-комнатная,9,44,167000
2158,8,bus,75.0,3-комнатная,7,17,58000
2159,2,ped,56.0,3-комнатная,3,9,46000
2160,7,ped,61.5,3-комнатная,5,12,60000
2161,2,ped,130.0,3-комнатная,12,12,150000
2162,8,ped,102.0,3-комнатная,4,6,240000
2163,11,ped,76.0,3-комнатная,13,22,82000
2164,6,ped,124.0,3-комнатная,7,10,1200
2165,36,bus,122.0,3-комнатная,7,8,120000
2166,30,bus,82.0,3-комнатная,5,13,50000
2167,4,ped,120.0,3-комнатная,16,30,110000
2168,23,bus,77.0,3-комнатная,20,22,115000
2169,15,ped,96.0,3-комнатная,3,3,70000
2170,21,ped,75.0,3-комнатная,19,25,100000
2171,3,ped,160.0,3-комнатные,3,4,350000
2172,20,ped,85.0,3-комнатная,17,30,188000
2173,6,ped,95.0,3-комнатная,4,7,98000
2174,16,ped,130.0,3-комнатная,4,14,130000
2175,8,ped,105.0,3-комнатная,2,32,120000
